1:0.0	2:17.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:4.0	3:0.0	4:13.0	5:0.0	6:0.0	7:1.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:19.0	3:0.0	4:9.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:1.0	14:0.0
1:0.0	2:18.0	3:0.0	4:10.0	5:0.0	6:0.0	7:0.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:1.0	14:0.0
1:0.0	2:2.0	3:0.0	4:13.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:23.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:29.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:15.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:1.0	2:0.0	3:0.0	4:25.0	5:0.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:7.0	13:0.0	14:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:22.0	3:0.0	4:10.0	5:1.0	6:0.0	7:1.0	8:1.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:36.0	3:0.0	4:2.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:16.0	3:0.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:20.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:24.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:24.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:26.0	3:0.0	4:2.0	5:0.0	6:0.0	7:0.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:1.0	14:0.0
1:0.0	2:22.0	3:0.0	4:6.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:1.0	14:0.0
1:0.0	2:16.0	3:0.0	4:15.0	5:1.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:13.0	3:0.0	4:8.0	5:0.0	6:0.0	7:1.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:18.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:28.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:19.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:9.0	3:0.0	4:18.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:2.0	14:0.0
1:0.0	2:40.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:12.0	3:0.0	4:4.0	5:0.0	6:0.0	7:0.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:7.0	3:0.0	4:11.0	5:0.0	6:0.0	7:0.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:1.0	14:0.0
1:0.0	2:7.0	3:0.0	4:12.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
1:0.0	2:30.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0
